user,location,created_at,text,text_en
averagefut20,"Bridlington, England",Sat Oct 19 15:51:41 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
jcrosas2020,"Osorno, Chile",Sat Oct 19 15:51:48 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
mirandam_mx,Mexico D.F,Sat Oct 19 15:51:53 +0000 2019,Lozano Barato barato  #fifa20 https:\/\/t.co\/NXsCkwudQD,Lozano cheap cheap # fifa20 https: \ / \ / t.co \ / NXsCkwudQD
wilier1999,,Sat Oct 19 15:52:08 +0000 2019,"アイコンスワップの為にウィーケン出場＾＾
目標のシル1達成。残り10試合あるけどキツいのでやめます＾＾
このスカッドならこれで満足！
＃FIFA20 #PS4share https:\/\/t.co\/vJHfINSlKH","Wiken played ^ ^ for the icon swap
Sill 1 achievement of the goal. The remaining 10 stop so have tight but a game ^^
This satisfaction if this Scud!
# FIFA20 # PS4share https: \ / \ / t.co \ / vJHfINSlKH"
AngelRz26Games,"Bogotá, D.C., Colombia",Sat Oct 19 15:52:12 +0000 2019,"RT @EASPORTSFutbol: No hay lugar para el racismo en el fútbol. #NoRoomForRacism @premierleague 

Los kits estarán pronto disponibles en #FI…","RT @EASPORTSFutbol: No place for racism in football. #NoRoomForRacism @premierleague

The kits will soon be available at # FI ..."
xavierable01,"Birmingham, England",Sat Oct 19 15:52:14 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
DanielB84559334,"Sheffield, England",Sat Oct 19 15:52:16 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
fizessabobagem,Brazil,Sat Oct 19 15:52:21 +0000 2019,"Tabelinha com CR7 e Totozinho do Messi #FIFA20 #PS4share

https:\/\/t.co\/Mnqh55KOgC https:\/\/t.co\/amUArVfehN","Rhythm with CR7 and Messi Totozinho # FIFA20 # PS4share

https: \ / \ / t.co \ / Mnqh55KOgC https: \ / \ / t.co \ / amUArVfehN"
_DylanChandler_,"Dublin City, Ireland",Sat Oct 19 15:52:35 +0000 2019,Am I the only one who realises that shooting is fucking broken? I have Ronaldo missing from 5 and 10 yards out like… https:\/\/t.co\/nUCoisqlCi,Am I the only one who realises that shooting is fucking broken? I have Ronaldo missing from 5 and 10 yards out like… https:\/\/t.co\/nUCoisqlCi
Hxrvvv,,Sat Oct 19 15:52:46 +0000 2019,RT @ZidanesGlory: 51 rt’s left https:\/\/t.co\/RlZl801N2O,RT @ZidanesGlory: 51 rt’s left https:\/\/t.co\/RlZl801N2O
ains_uk,,Sat Oct 19 15:53:03 +0000 2019,@NUFC We can’t go fwd with them tactics. Playing all men behind the ball on ultra defending... it’s not FIFA20,@NUFC We can’t go fwd with them tactics. Playing all men behind the ball on ultra defending... it’s not FIFA20
CrushCinch,,Sat Oct 19 15:53:17 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
pzarilla,"New Castle, PA",Sat Oct 19 15:53:17 +0000 2019,"#PS4share #fifa20
https:\/\/t.co\/cYfwLjEaSM","#PS4share #fifa20
https:\/\/t.co\/cYfwLjEaSM"
jcrosas2020,"Osorno, Chile",Sat Oct 19 15:53:21 +0000 2019,"@ZidanesGlory @NoenNHR Giveaway!

@coin2001
@coin2121
@token201704

#FIFA2020
#fifa20  
#giveaway","@ZidanesGlory @NoenNHR Giveaway!

@coin2001
@coin2121
@token201704

#FIFA2020
#fifa20  
#giveaway"
PlayTdC,"Islas Canarias, España",Sat Oct 19 15:53:31 +0000 2019,Los jugadores canarios más lureados de #FIFA20 demostraron una vez más el nivel de la cantera canaria en el Showmat… https:\/\/t.co\/XfPEtgLGug,Lureados the canaries # FIFA20 players showed once again the level of the Canary quarry in Showmat ... https: \ / \ / t.co \ / XfPEtgLGug
razorback7851,,Sat Oct 19 15:53:37 +0000 2019,"Mattia molto vago,non si capisce la sua idea.","Mattia very vague, do not understand his idea."
MidnightRushHD,"Indiana, USA",Sat Oct 19 15:54:04 +0000 2019,I really am procrastinating these 30 games....why do I do this to myself. #FIFA20,I really am procrastinating these 30 games....why do I do this to myself. #FIFA20
Akwala_boni,Achimota,Sat Oct 19 15:54:18 +0000 2019,Lmao do you guys pay attention to the announcements made in the PA system on #fifa20 ??? Hahahahaha I just heard on… https:\/\/t.co\/6xOfMUpTh0,Lmao do you guys pay attention to the announcements made in the PA system on #fifa20 ??? Hahahahaha I just heard on… https:\/\/t.co\/6xOfMUpTh0
LeyderPlayer,En Youtube,Sat Oct 19 15:54:24 +0000 2019,"LIMPIEZA del equipo y a escalar posiciones de nuevo
#FIFA20 #ModoCarrera #DCFCfans #PS4 #DerbyCounty 
https:\/\/t.co\/Z2ppzmwzki vía @YouTube","Cleaning of equipment and move up again
# FIFA20 #ModoCarrera #DCFCfans # PS4 #DerbyCounty
https: \ / \ / t.co \ / Z2ppzmwzki via @YouTube"
moparuk,"Westville, South Africa",Sat Oct 19 15:54:40 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
FikriFkrz,"Selangor, Malaysia",Sat Oct 19 15:54:55 +0000 2019,"fifa20?
Bak id korang..","fifa20?
Bak en korang .."
MeriStation,Madrid - Spain,Sat Oct 19 15:55:00 +0000 2019,"El ultimo parche de #FIFA20 soluciona por fin los problemas del modo Carrera
https:\/\/t.co\/C9fRDoDqo6","The last patch # FIFA20 finally solves problems Career
https: \ / \ / t.co \ / C9fRDoDqo6"
_Droes_,"Beveren, België",Sat Oct 19 15:55:09 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
gokulvsm,"Tamilnadu, India",Sat Oct 19 15:55:17 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
Rodrigues8189,"Andheri East, Mumbai",Sat Oct 19 15:55:20 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
adunyan_broad,,Sat Oct 19 15:55:26 +0000 2019,ん？？？？？？？ #fut #fifa20 #bug https:\/\/t.co\/MUju8NTvda,ん？？？？？？？ #fut #fifa20 #bug https:\/\/t.co\/MUju8NTvda
AcharYuvaraj,,Sat Oct 19 15:55:29 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
eSports_UDLP,Las Palmas de Gran Canaria,Sat Oct 19 15:56:02 +0000 2019,RT @PlayTdC: Los jugadores canarios más lureados de #FIFA20 demostraron una vez más el nivel de la cantera canaria en el Showmatch #ÁreaMov…,@PlayTdC RT: Players canaries more lureados of # FIFA20 demonstrated once again the level of the Canary quarry in Showmatch # ÁreaMov ...
Teslahmed,,Sat Oct 19 15:56:05 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
SebiLabFM,,Sat Oct 19 15:56:22 +0000 2019,RT @Fred_Moulin: Aujourd’hui une vidéo 100% Football avec @WarkiiikTFB On parle de #FIFA20 #eFootballPES2020 #FootballManager2020 #ISS  htt…,RT @Fred_Moulin Today a video with 100% Football @WarkiiikTFB We talk about FIFA20 # # # eFootballPES2020 FootballManager2020 #ISS htt ...
aikoxgeerinckx,,Sat Oct 19 15:56:29 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
DGX63,,Sat Oct 19 15:56:34 +0000 2019,Genuinely praying call of duty is good this year! Until something about drop back is sorted I dont think I cant han… https:\/\/t.co\/nAMMMD6u9f,Genuinely praying call of duty is good this year! Until something about drop back is sorted I dont think I cant han… https:\/\/t.co\/nAMMMD6u9f
BuzzWall_Club,日本 東京,Sat Oct 19 15:56:42 +0000 2019,FIFA20 プロクラブ JSL 2部 2節 https:\/\/t.co\/ct6cGfs9QK,FIFA20 professional club JSL 2 Part 2 Section https: \ / \ / t.co \ / ct6cGfs9QK
aihidenet,,Sat Oct 19 15:56:55 +0000 2019,こんな白熱すんの！？サッカー「FIFA20」の esports大会に潜入してきた https:\/\/t.co\/vjNWdmaN0w https:\/\/t.co\/GxUlEb3wQ1,"No live such incandescent! ? https have been sneaked into esports tournament of soccer ""FIFA20"": \ / \ / t.co \ / vjNWdmaN0w https: \ / \ / t.co \ / GxUlEb3wQ1"
NanarTapieZerr,"Five Points, NYC",Sat Oct 19 15:56:56 +0000 2019,Les contres favorables et les passes qui vont pas au joueur voulu ça rend fou,Favorable blocks and passes that go not to the desired player it crazy
Nowal2021,,Sat Oct 19 15:57:04 +0000 2019,"RT @NF_519: سحب على لعبة فيفا 20 او قيمتها ( لمتابعيني فقط )
الشروط ؛
- رتويت للتغريده 
- متابعه @abodixxi
السحب من الرتويت والمنشن بالتوفي…","RT @ NF_519: pull on the FIFA 20 game or worth (for my followers only)
the conditions ;
- Rthuit of its note
- Follow-up @abodixxi
Clouds of Alrthuit and Almenchen Baltovi ..."
DBLTAPesports,"New York, NY",Sat Oct 19 15:57:37 +0000 2019,"ICYMI: The Ultimate Scream promotion for #FIFA20 was announced Thursday afternoon by EA Sports.

https:\/\/t.co\/QsXQyEOb97","ICYMI: The Ultimate Scream promotion for #FIFA20 was announced Thursday afternoon by EA Sports.

https:\/\/t.co\/QsXQyEOb97"
teixeiraaa01,"João Pessoa, Brasil",Sat Oct 19 15:57:42 +0000 2019,so queria ter fifa20,so I wanted to fifa20
Sidnaiyy09,,Sat Oct 19 15:57:44 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
Slvam8,,Sat Oct 19 15:58:11 +0000 2019,RT @skyesportsindia: Day 1 #Chennai got lit up by some exquisite #FIFA talent. Fantastic show by the pullingo. Honoured to host this! Show…,RT @skyesportsindia: Day 1 #Chennai got lit up by some exquisite #FIFA talent. Fantastic show by the pullingo. Honoured to host this! Show…
darthkiller90,,Sat Oct 19 15:58:13 +0000 2019,"FIFA20, Liga Smartbank 2019\/2020 Albacete Balompié, conservar el liderato#4 https:\/\/t.co\/NhkREnJiaL vía @YouTube","FIFA20, SmartBank League 2019 \ / 2020 Albacete, retain the lead # 4 https: \ / \ / t.co \ / NhkREnJiaL via @YouTube"
retroadicto,España,Sat Oct 19 15:58:18 +0000 2019,"RT MeriStation: El ultimo parche de #FIFA20 soluciona por fin los problemas del modo Carrera
https:\/\/t.co\/xPVxMYnwmd","RT MeriStation: The last patch # FIFA20 finally solves problems Career
https: \ / \ / t.co \ / xPVxMYnwmd"
qs009,Somewhere above your head,Sat Oct 19 15:58:20 +0000 2019,Dernier jour du mercato 70M je prends quoi ? #FIFA20 #PS4share https:\/\/t.co\/4soxzIhCUK,Last day of the transfer window 70M I take what? # # FIFA20 PS4share https: \ / \ / t.co \ / 4soxzIhCUK
GiuseLatorraca2,Milano,Sat Oct 19 15:58:26 +0000 2019,#Ribery della Fiorentina non si riconosce e scrive a #FIFA20 su twitter: “Ma questo chi è?”. Ma arriva la risposta… https:\/\/t.co\/VR028txi3J,"#Ribery Fiorentina are not recognizes and writes # FIFA20 on twitter: ""But who is this?"". But there comes the answer ... https: \ / \ / t.co \ / VR028txi3J"
Rynator96,,Sat Oct 19 15:58:28 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
Taka_Tsukira,,Sat Oct 19 15:58:36 +0000 2019,@RCLens @simbnz @EA_FIFA_France @EASPORTSFIFA @PlayStationFR @XboxFR #FIFA20,@Simbnz @RCLens @EA_FIFA_France @EASPORTSFIFA @PlayStationFR @XboxFR # FIFA20
AnnemansBritt,België,Sat Oct 19 15:58:37 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
TPhatstaks,,Sat Oct 19 15:58:38 +0000 2019,"RT @_simplesports: #FIFA20 #FIFA20ProClubs @MixerShares @MixerRetweet @RetweetMixer @_YouTube_RT_

https:\/\/t.co\/goKgdHS4W8","RT @_simplesports: #FIFA20 #FIFA20ProClubs @MixerShares @MixerRetweet @RetweetMixer @_YouTube_RT_

https:\/\/t.co\/goKgdHS4W8"
EntinMah,"Ciamis, Indonesia",Sat Oct 19 15:58:41 +0000 2019,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/Ggu5l6WEPW,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/Ggu5l6WEPW
I_Am_Ednas,Kenya,Sat Oct 19 15:58:51 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
Salkathorse,,Sat Oct 19 15:58:52 +0000 2019,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/NggJiBfcxB,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/NggJiBfcxB
hmontovanelli,"Brasil, Vila Velha - ES",Sat Oct 19 15:58:53 +0000 2019,"Massa!! O zagueiro capixaba Willyan, do Portimonense-POR, está no FIFA 2020! Foto do próprio jogador, feliz com a i… https:\/\/t.co\/KHcBAUdGp5","Pasta!! The capixaba defender Willyan, Portimonense-IN, is the FIFA 2020! Photo of the player, happy to i ... https: \ / \ / t.co \ / KHcBAUdGp5"
ScottCoates10,,Sat Oct 19 15:59:01 +0000 2019,"Got to be either mobile or switch there, the graphics are shit!!","Got to be either mobile or switch there, the graphics are shit!!"
DeweverLiesa,,Sat Oct 19 15:59:04 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
Thibaut5972,France,Sat Oct 19 15:59:21 +0000 2019,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…,RT @NepentheZ: This the kind of content I live for. Can't wait to get into another game with the Cosmos ball! #FIFA20 https:\/\/t.co\/PL0kwO7M…
RedorDead07,,Sat Oct 19 15:59:35 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
sollypal,,Sat Oct 19 15:59:40 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
Tha_Santuchi,"ÜT: -24.6583527,25.9324152",Sat Oct 19 15:59:42 +0000 2019,I don't want Fifa20...Mortal Kombat 11 will do this year,I don't want Fifa20...Mortal Kombat 11 will do this year
__v6b,"الشمال, المملكة العربية السعودية",Sat Oct 19 15:59:51 +0000 2019,"RT @__v6b: اوهه شيييت !!! :) 
#السعوديين 
#FIFA20 
#Fortnite 
#اعدام_راجح 
#القصيم 
#النصر_الرايد https:\/\/t.co\/xtuvKj3OtJ","RT @__ v6b: Aoha Hieat !!! :)
# Saudis
# FIFA20
#Fortnite
# Aaadam_rajeh
Qassim #
# Nasr_alraad https: \ / \ / t.co \ / xtuvKj3OtJ"
HarryMears23,Football Ground ,Sat Oct 19 16:00:01 +0000 2019,"#FIFA20 Career Mode - Bury RTG - Episode 13 - Youth Academy
&gt;&gt;https:\/\/t.co\/MVevbA8bjH&lt;&lt;&lt;","#FIFA20 Career Mode - Bury RTG - Episode 13 - Youth Academy
&gt;&gt;https:\/\/t.co\/MVevbA8bjH&lt;&lt;&lt;"
OnlyOneTiley,Portsmouth,Sat Oct 19 16:00:02 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
JoaLootens,Gent,Sat Oct 19 16:00:07 +0000 2019,"Ik ben op zoek naar goede teams in #FIFA20 met een sterke targetspits en snelle flanken, maar geen voor de hand lig… https:\/\/t.co\/Lor0p1kwSn","I'm looking for good teams in # FIFA20 with strong target striker and fast attacks, but no obvious lie ... https: \ / \ / t.co \ / Lor0p1kwSn"
ultimatefifa,UK,Sat Oct 19 16:00:12 +0000 2019,I understand the sentiment but 19 wasn't even football. Fundamentals of FIFA20 are a million times better but the m… https:\/\/t.co\/WOiEGXfu4m,I understand the sentiment but 19 wasn't even football. Fundamentals of FIFA20 are a million times better but the m… https:\/\/t.co\/WOiEGXfu4m
ZykeeTV,Westside of ATLANTA ❤️,Sat Oct 19 16:00:17 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
jonataggen19,,Sat Oct 19 16:00:18 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
